global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
1611,,,0.7399705478123256,0.2738542556762695,0.7145553013549873,0.2932832682474852,3554.0,0.7318472820964814,0.2948328362800195,3581.0,1714.56214427948,2593.2150909900665,1714.56214427948,878.0547671318054,0.5798256397247314,0.0
1700,0.34413385,0.28614908,,,,,,,,,,,,,,
1800,0.26245672,0.28537357,,,,,,,,,,,,,,
1900,0.10660666,0.39159617,,,,,,,,,,,,,,
2000,0.108639695,0.29394782,,,,,,,,,,,,,,
2100,0.12362149,0.24694271,,,,,,,,,,,,,,
2200,0.38867652,0.17014834,,,,,,,,,,,,,,
2300,0.21366614,0.24388483,,,,,,,,,,,,,,
2400,0.15686977,0.25070545,,,,,,,,,,,,,,
2500,0.10713546,0.3995678,,,,,,,,,,,,,,
2600,0.1578497,0.24724884,,,,,,,,,,,,,,
2616,,,0.7424165180751255,0.2718078068324497,0.7169393476100873,0.2913392109353018,3554.0,0.7341740152017593,0.2929036753765533,3581.0,1824.5686995983124,2706.7690608501434,1824.5686995983124,881.5530128479004,0.6211411952972412,0.0
2700,0.097329274,0.37402603,,,,,,,,,,,,,,
2800,0.31502074,0.21740979,,,,,,,,,,,,,,
2900,0.09128405,0.37765855,,,,,,,,,,,,,,
3000,0.101095594,0.2510733,,,,,,,,,,,,,,
3100,0.05083682,0.31714892,,,,,,,,,,,,,,
3200,0.12317593,0.24869919,,,,,,,,,,,,,,
3300,0.09310351,0.33251703,,,,,,,,,,,,,,
3400,0.1903994,0.2628385,,,,,,,,,,,,,,
3500,0.17167023,0.26993424,,,,,,,,,,,,,,
3600,0.31898606,0.30568373,,,,,,,,,,,,,,
3621,,,0.7448708670479911,0.2696910926273891,0.719255386206563,0.2895567920279087,3554.0,0.7365195650656241,0.2910402367748185,3581.0,1934.6281135082245,2820.3804726600647,1934.6281135082245,885.058073759079,0.6602170467376709,0.0
3700,0.22035287,0.29516733,,,,,,,,,,,,,,
3800,0.118307844,0.2979775,,,,,,,,,,,,,,
3900,0.09836042,0.2243516,,,,,,,,,,,,,,
4000,0.07775761,0.3371323,,,,,,,,,,,,,,
4100,0.14225745,0.28492084,,,,,,,,,,,,,,
4200,0.09931739,0.3043265,,,,,,,,,,,,,,
4300,0.18597233,0.273827,,,,,,,,,,,,,,
4400,0.12891687,0.2854098,,,,,,,,,,,,,,
4500,0.08866454,0.23510888,,,,,,,,,,,,,,
4600,0.13770013,0.25765413,,,,,,,,,,,,,,
4625,,,0.7462018557957241,0.2687685830252511,0.720430407419457,0.2888060630407639,3554.0,0.7376797954918319,0.2902706586192753,3581.0,2044.6407623291016,2933.942630290985,2044.6407623291016,888.559915304184,0.700145959854126,0.0
4700,0.11289852,0.35772356,,,,,,,,,,,,,,
4800,0.06734908,0.21749398,,,,,,,,,,,,,,
4900,0.12534203,0.27148363,,,,,,,,,,,,,,
5000,0.061070163,0.30516142,,,,,,,,,,,,,,
5100,0.13592993,0.3303603,,,,,,,,,,,,,,
5200,0.11100133,0.29382476,,,,,,,,,,,,,,
5300,0.13866359,0.18840456,,,,,,,,,,,,,,
5400,0.16357999,0.29613218,,,,,,,,,,,,,,
5500,0.11345448,0.31321418,,,,,,,,,,,,,,
5600,0.20306976,0.20740303,,,,,,,,,,,,,,
5629,,,0.7471514429364886,0.2680697951998029,0.7212938299055641,0.288202787022545,3554.0,0.7385583881291887,0.2896734992407846,3581.0,2154.652752161026,3047.5030629634857,2154.652752161026,892.0607812404633,0.7398500442504883,0.0
5700,0.28420016,0.24420786,,,,,,,,,,,,,,
5800,0.073791176,0.33512306,,,,,,,,,,,,,,
5900,0.07243513,0.26732463,,,,,,,,,,,,,,
6000,0.133638,0.2679131,,,,,,,,,,,,,,
6100,0.077902295,0.27978685,,,,,,,,,,,,,,
6200,0.059303064,0.2580049,,,,,,,,,,,,,,
6300,0.09269056,0.24585527,,,,,,,,,,,,,,
6400,0.25071344,0.28963608,,,,,,,,,,,,,,
6500,0.09024851,0.27064633,,,,,,,,,,,,,,
6600,0.078545235,0.31718597,,,,,,,,,,,,,,
6633,,,0.7481239863804409,0.2673609256744385,0.7221744947374438,0.2876430977309897,3554.0,0.7394429121361002,0.2890684995462161,3581.0,2264.690291166305,3161.091917514801,2264.690291166305,895.5660462379456,0.7780928611755371,0.0
6700,0.050459974,0.3121079,,,,,,,,,,,,,,
6800,0.122814946,0.308867,,,,,,,,,,,,,,
6900,0.04839773,0.35843354,,,,,,,,,,,,,,
7000,0.07440905,0.24009974,,,,,,,,,,,,,,
7100,0.104236834,0.26982462,,,,,,,,,,,,,,
7200,0.046918035,0.3443304,,,,,,,,,,,,,,
7300,0.043729592,0.25526413,,,,,,,,,,,,,,
7400,0.10255798,0.27645558,,,,,,,,,,,,,,
7500,0.18033084,0.28388137,,,,,,,,,,,,,,
7600,0.09103275,0.26018947,,,,,,,,,,,,,,
7637,,,0.7487748691013881,0.2668665988104684,0.7227678100379854,0.2872356356833849,3554.0,0.7400332538484362,0.288643452149801,3581.0,2374.718585729599,3274.668932914734,2374.718585729599,899.0663449764252,0.8187172412872314,0.0
7700,0.3073307,0.22698191,,,,,,,,,,,,,,
7800,0.069836125,0.32896695,,,,,,,,,,,,,,
7900,0.055391286,0.36045903,,,,,,,,,,,,,,
8000,0.04951212,0.25910917,,,,,,,,,,,,,,
8100,0.06959091,0.3324247,,,,,,,,,,,,,,
8200,0.19895756,0.29307902,,,,,,,,,,,,,,
8300,0.16785194,0.3311091,,,,,,,,,,,,,,
8400,0.18347353,0.2924105,,,,,,,,,,,,,,
8500,0.06661132,0.38666272,,,,,,,,,,,,,,
8600,0.102057174,0.26188475,,,,,,,,,,,,,,
8641,,,0.7493705749511719,0.2664130415235247,0.7232734023283625,0.2868922141809844,3554.0,0.7405434879834544,0.2882769003289933,3581.0,2484.674190044403,3388.1747756004333,2484.674190044403,902.5681653022766,0.8592050075531006,0.0
8700,0.076778196,0.21328714,,,,,,,,,,,,,,
8800,0.13451415,0.25244996,,,,,,,,,,,,,,
8900,0.09395285,0.25747782,,,,,,,,,,,,,,
9000,0.045485005,0.29701525,,,,,,,,,,,,,,
9100,0.07604091,0.23306903,,,,,,,,,,,,,,
9200,0.05364716,0.28555465,,,,,,,,,,,,,,
9300,0.33854452,0.3040275,,,,,,,,,,,,,,
9400,0.07570593,0.2240025,,,,,,,,,,,,,,
9500,0.06027146,0.24535911,,,,,,,,,,,,,,
9600,0.13085648,0.27699333,,,,,,,,,,,,,,
9645,,,0.7499149186270577,0.266025355884007,0.7237188181450478,0.2866002105901801,3554.0,0.7409807049139556,0.2879933195052883,3581.0,2594.667304039001,3501.7196011543274,2594.667304039001,906.0710048675536,0.9001729488372803,0.0
9645,,,,,,,,,,,2594.6673040390015,,,,,0.0
